ID,OrderQty,UnitPrice,LineTotal,ProductID,SalesOrderID
254,1,419.4589,419.4589,770,43686
255,1,419.4589,419.4589,768,43687
256,2,419.4589,838.9178,765,43687
257,1,183.9382,183.9382,725,43688
258,2,419.4589,838.9178,760,43688
259,3,419.4589,1258.3767,762,43688
260,1,178.5808,178.5808,738,43688
261,1,419.4589,419.4589,763,43688
262,2,183.9382,367.8764,729,43688
263,2,874.794,1749.588,754,43688
264,2,874.794,1749.588,758,43688
265,3,419.4589,1258.3767,765,43688
266,1,419.4589,419.4589,770,43688
267,2,2146.962,4293.924,753,43688
268,3,419.4589,1258.3767,764,43689
269,2,178.5808,357.1616,738,43689
270,2,183.9382,367.8764,725,43689
271,1,2146.962,2146.962,753,43689
272,2,874.794,1749.588,755,43689
273,4,419.4589,1677.8356,766,43689
274,2,419.4589,838.9178,770,43689
275,7,419.4589,2936.2123,760,43689
276,3,183.9382,551.8146,726,43689
277,1,178.5808,178.5808,722,43689
278,6,419.4589,2516.7534,763,43689
279,2,183.9382,367.8764,729,43689
280,2,183.9382,367.8764,730,43689
281,2,356.898,713.796,732,43689
282,5,419.4589,2097.2945,765,43689
283,2,419.4589,838.9178,768,43689
284,2,419.4589,838.9178,761,43689
285,3,874.794,2624.382,758,43689
286,2,2146.962,4293.924,749,43689
287,9,419.4589,3775.1301,762,43689
288,4,874.794,3499.176,754,43689
289,1,28.8404,28.8404,715,43690
290,1,419.4589,419.4589,770,43690
291,2,5.1865,10.373,712,43690
292,2,419.4589,838.9178,760,43690
293,1,874.794,874.794,758,43691
294,5,419.4589,2097.2945,770,43692
295,1,183.9382,183.9382,725,43692
296,8,874.794,6998.352,754,43692
297,2,183.9382,367.8764,730,43692
298,10,28.8404,288.404,715,43692
299,1,419.4589,419.4589,768,43692
300,4,874.794,3499.176,756,43692
301,2,178.5808,357.1616,738,43692
302,8,874.794,6998.352,758,43692
303,3,20.1865,60.5595,708,43692
304,6,419.4589,2516.7534,762,43692
305,3,356.898,1070.694,732,43692
306,6,5.1865,31.119,712,43692
307,4,28.8404,115.3616,714,43692
308,7,419.4589,2936.2123,760,43692
309,2,874.794,1749.588,755,43692
310,4,28.8404,115.3616,716,43692
311,2,419.4589,838.9178,765,43692
312,1,419.4589,419.4589,764,43692
313,2,2146.962,4293.924,753,43692
314,1,419.4589,419.4589,766,43692
315,1,178.5808,178.5808,722,43692
316,3,419.4589,1258.3767,761,43692
317,3,20.1865,60.5595,711,43692
318,1,419.4589,419.4589,763,43692
319,2,183.9382,367.8764,729,43692
320,4,20.1865,80.746,707,43692
321,2,183.9382,367.8764,726,43692
322,3,28.8404,86.5212,716,43693
323,1,2039.994,2039.994,773,43693
324,6,5.7,34.2,709,43693
325,2,20.1865,40.373,707,43693
326,3,2039.994,6119.982,771,43693
327,2,20.1865,40.373,708,43693
328,1,2039.994,2039.994,774,43693
329,3,2024.994,6074.982,777,43693
330,1,2039.994,2039.994,772,43693
331,1,2024.994,2024.994,778,43693
332,3,2024.994,6074.982,776,43694
333,3,2039.994,6119.982,771,43694
334,2,28.8404,57.6808,715,43694
335,1,2039.994,2039.994,772,43694
336,3,28.8404,86.5212,716,43694
337,1,20.1865,20.1865,707,43694
338,1,20.1865,20.1865,708,43694
339,1,2039.994,2039.994,774,43694
340,2,2039.994,4079.988,773,43694
341,1,5.1865,5.1865,712,43694
342,5,20.1865,100.9325,711,43694
343,2,2039.994,4079.988,774,43695
344,2,722.5949,1445.1898,748,43695
345,1,714.7043,714.7043,747,43695
346,1,722.5949,722.5949,742,43695
347,5,2024.994,10124.97,777,43695
348,6,2024.994,12149.964,778,43695
349,2,5.7,11.4,709,43695
350,5,2024.994,10124.97,775,43695
351,1,419.4589,419.4589,762,43696
352,1,3578.27,3578.27,749,43697
353,1,3399.99,3399.99,773,43698
354,1,3399.99,3399.99,773,43699
355,1,699.0982,699.0982,767,43700
356,1,3399.99,3399.99,773,43701
357,1,3578.27,3578.27,750,43702
358,1,3578.27,3578.27,749,43703
359,1,3374.99,3374.99,778,43704
360,1,3399.99,3399.99,771,43705
361,1,3578.27,3578.27,751,43706
362,1,3578.27,3578.27,751,43707
363,1,699.0982,699.0982,764,43708
364,1,3578.27,3578.27,752,43709
365,1,3578.27,3578.27,753,43710
366,1,3578.27,3578.27,753,43711
367,1,3578.27,3578.27,750,43712
368,1,3578.27,3578.27,749,43713
369,1,3578.27,3578.27,750,43714
370,1,3578.27,3578.27,753,43715
371,1,3578.27,3578.27,750,43716
372,1,699.0982,699.0982,767,43717
373,1,3578.27,3578.27,750,43718
374,1,3578.27,3578.27,751,43719
375,1,3578.27,3578.27,750,43720
376,1,3578.27,3578.27,749,43721
377,1,3578.27,3578.27,751,43722
378,1,699.0982,699.0982,765,43723
379,1,3578.27,3578.27,750,43724
380,1,3578.27,3578.27,750,43725
381,1,699.0982,699.0982,765,43726
382,1,3578.27,3578.27,750,43727
383,1,3578.27,3578.27,752,43728
384,1,3399.99,3399.99,773,43729
385,1,3399.99,3399.99,773,43730
386,1,3578.27,3578.27,753,43731
387,1,3374.99,3374.99,777,43732
388,1,3578.27,3578.27,751,43733
389,1,3578.27,3578.27,751,43734
390,1,3578.27,3578.27,749,43735
391,1,3399.99,3399.99,773,43736
392,1,3578.27,3578.27,750,43737
393,1,3578.27,3578.27,751,43738
394,1,3578.27,3578.27,749,43739
395,1,3578.27,3578.27,751,43740
396,1,3578.27,3578.27,749,43741
397,1,3578.27,3578.27,753,43742
398,1,3399.99,3399.99,774,43743
399,1,3578.27,3578.27,752,43744
400,1,3578.27,3578.27,750,43745
401,1,3578.27,3578.27,751,43746
402,1,3578.27,3578.27,753,43747
403,1,3578.27,3578.27,752,43748
404,1,3578.27,3578.27,753,43749
405,1,3578.27,3578.27,750,43750
406,1,3578.27,3578.27,752,43751
407,1,3578.27,3578.27,750,43752
408,1,3578.27,3578.27,749,43753
409,1,3578.27,3578.27,751,43754
410,1,3578.27,3578.27,750,43755
411,1,699.0982,699.0982,765,43756
412,1,3374.99,3374.99,777,43757
413,1,3578.27,3578.27,749,43758
414,1,3578.27,3578.27,749,43759
415,1,3578.27,3578.27,753,43760
416,1,3578.27,3578.27,749,43761
417,1,3578.27,3578.27,753,43762
418,1,3578.27,3578.27,752,43763
419,1,3578.27,3578.27,749,43764
420,1,3399.99,3399.99,773,43765
421,1,3578.27,3578.27,752,43766
422,1,3374.99,3374.99,777,43767
423,1,3578.27,3578.27,751,43768
424,1,3578.27,3578.27,751,43769
425,1,3578.27,3578.27,751,43770
426,1,699.0982,699.0982,764,43771
427,1,3578.27,3578.27,751,43772
428,1,3578.27,3578.27,753,43773
429,1,3578.27,3578.27,752,43774
430,1,3399.99,3399.99,774,43775
431,1,3578.27,3578.27,753,43776
432,1,3578.27,3578.27,750,43777
433,1,3399.99,3399.99,772,43778
434,1,699.0982,699.0982,762,43779
435,1,3578.27,3578.27,750,43780
436,1,3578.27,3578.27,751,43781
437,1,3578.27,3578.27,751,43782
438,1,3578.27,3578.27,751,43783
439,1,3578.27,3578.27,749,43784
440,1,3578.27,3578.27,750,43785
441,1,3578.27,3578.27,750,43786
442,1,3399.99,3399.99,771,43787
443,1,3374.99,3374.99,778,43788
444,1,3374.99,3374.99,778,43789
445,1,3399.99,3399.99,771,43790
446,1,3578.27,3578.27,753,43791
447,1,3578.27,3578.27,751,43792
448,1,3399.99,3399.99,771,43793
449,1,3399.99,3399.99,774,43794
450,1,3578.27,3578.27,751,43795
451,1,699.0982,699.0982,770,43796
452,1,3578.27,3578.27,751,43797
453,1,3578.27,3578.27,749,43798
454,1,3578.27,3578.27,751,43799
455,1,3578.27,3578.27,750,43800
456,1,3578.27,3578.27,750,43801
457,1,3578.27,3578.27,751,43802
458,1,3578.27,3578.27,753,43803
459,1,3578.27,3578.27,749,43804
460,1,699.0982,699.0982,763,43805
461,1,3578.27,3578.27,751,43806
462,1,3578.27,3578.27,751,43807
463,1,3578.27,3578.27,752,43808
464,1,3578.27,3578.27,749,43809
465,1,3399.99,3399.99,772,43810
466,1,3399.99,3399.99,773,43811
467,1,3578.27,3578.27,751,43812
468,1,3374.99,3374.99,777,43813
469,1,3374.99,3374.99,777,43814
470,1,3578.27,3578.27,750,43815
471,1,3578.27,3578.27,753,43816
472,1,3578.27,3578.27,749,43817
473,1,3578.27,3578.27,751,43818
474,1,3399.99,3399.99,773,43819
475,1,3578.27,3578.27,751,43820
476,1,3578.27,3578.27,749,43821
477,1,3578.27,3578.27,752,43822
478,1,699.0982,699.0982,770,43823
479,1,699.0982,699.0982,768,43824
480,1,3578.27,3578.27,752,43825
481,1,3374.99,3374.99,775,43826
482,1,699.0982,699.0982,768,43827
483,1,3578.27,3578.27,749,43828
484,1,3578.27,3578.27,749,43829
485,1,3578.27,3578.27,750,43830
486,1,3374.99,3374.99,776,43831
487,1,3578.27,3578.27,749,43832
488,1,3578.27,3578.27,749,43833
489,1,3374.99,3374.99,775,43834
490,1,3374.99,3374.99,775,43835
491,1,699.0982,699.0982,761,43836
492,1,3374.99,3374.99,777,43837
493,1,3578.27,3578.27,752,43838
494,1,3578.27,3578.27,750,43839
495,1,699.0982,699.0982,762,43840
496,1,3578.27,3578.27,753,43841
497,1,3578.27,3578.27,751,43842
498,2,2039.994,4079.988,774,43843
499,2,2024.994,4049.988,778,43843
500,2,722.5949,1445.1898,742,43843
501,5,2024.994,10124.97,777,43843
502,2,722.5949,1445.1898,748,43843
503,1,818.7,818.7,741,43843
504,1,809.76,809.76,745,43843
505,2,2039.994,4079.988,771,43843
506,2,5.7,11.4,709,43843
507,3,2024.994,6074.982,776,43843
508,4,2024.994,8099.976,775,43844
509,2,2024.994,4049.988,776,43844
510,3,2024.994,6074.982,777,43844
511,1,2024.994,2024.994,778,43844
512,1,183.9382,183.9382,725,43845
513,3,28.8404,86.5212,715,43845
514,1,419.4589,419.4589,770,43845
515,2,419.4589,838.9178,763,43845
516,2,419.4589,838.9178,761,43845
517,1,874.794,874.794,754,43845
518,2,419.4589,838.9178,765,43845
519,2,2146.962,4293.924,753,43845
520,1,183.9382,183.9382,729,43845
521,4,5.1865,20.746,712,43845
522,3,183.9382,551.8146,729,43846
523,1,5.1865,5.1865,712,43846
524,1,178.5808,178.5808,738,43846
525,1,183.9382,183.9382,725,43846
526,1,28.8404,28.8404,715,43847
527,1,5.1865,5.1865,712,43847
528,1,874.794,874.794,758,43847
529,1,2039.994,2039.994,773,43848
530,1,2024.994,2024.994,778,43848
531,1,2024.994,2024.994,775,43848
532,4,2024.994,8099.976,776,43848
533,2,2039.994,4079.988,771,43848
534,2,2024.994,4049.988,776,43849
535,1,28.8404,28.8404,714,43849
536,2,2024.994,4049.988,777,43849
537,2,2039.994,4079.988,771,43849
538,1,20.1865,20.1865,711,43849
539,1,2039.994,2039.994,773,43849
540,4,28.8404,115.3616,715,43849
541,1,2039.994,2039.994,772,43849
542,1,20.1865,20.1865,707,43849
543,2,2039.994,4079.988,774,43849
544,1,20.1865,20.1865,708,43849
545,1,419.4589,419.4589,765,43850
546,1,874.794,874.794,755,43850
547,1,419.4589,419.4589,761,43850
548,2,419.4589,838.9178,762,43850
549,1,2146.962,2146.962,753,43850
550,3,183.9382,551.8146,725,43850
551,1,183.9382,183.9382,729,43850
552,3,874.794,2624.382,758,43850
553,1,874.794,874.794,756,43850
554,3,356.898,1070.694,732,43850
555,1,178.5808,178.5808,738,43850
556,2,419.4589,838.9178,761,43851
557,1,419.4589,419.4589,760,43851
558,1,20.1865,20.1865,711,43851
559,3,419.4589,1258.3767,770,43851
560,1,20.1865,20.1865,707,43851
561,1,183.9382,183.9382,725,43851
562,1,874.794,874.794,754,43851
563,3,178.5808,535.7424,738,43851
564,1,2146.962,2146.962,753,43851
565,1,419.4589,419.4589,765,43851
566,1,5.1865,5.1865,712,43851
567,3,20.1865,60.5595,708,43851
568,1,2024.994,2024.994,776,43852
569,2,2024.994,4049.988,777,43853
570,1,2039.994,2039.994,773,43853
571,1,2039.994,2039.994,771,43853
572,4,2024.994,8099.976,776,43853
573,2,2024.994,4049.988,775,43853
574,3,2024.994,6074.982,778,43853
575,2,874.794,1749.588,758,43854
576,2,419.4589,838.9178,765,43855
577,2,419.4589,838.9178,760,43855
578,1,2146.962,2146.962,753,43855
579,4,419.4589,1677.8356,761,43855
580,1,178.5808,178.5808,738,43855
581,3,419.4589,1258.3767,762,43855
582,2,356.898,713.796,732,43855
583,1,419.4589,419.4589,766,43855
584,1,183.9382,183.9382,726,43855
585,2,419.4589,838.9178,770,43855
586,1,183.9382,183.9382,725,43855
587,1,874.794,874.794,755,43855
588,2,419.4589,838.9178,768,43855
589,2,5.7,11.4,709,43856
590,1,2024.994,2024.994,777,43856
591,1,419.4589,419.4589,760,43857
592,1,419.4589,419.4589,765,43857
593,2,419.4589,838.9178,762,43857
594,3,874.794,2624.382,758,43857
595,1,28.8404,28.8404,715,43857
596,3,5.1865,15.5595,712,43857
597,1,28.8404,28.8404,716,43857
598,1,183.9382,183.9382,725,43857
599,2,20.1865,40.373,711,43857
600,1,20.1865,20.1865,708,43857
601,2,178.5808,357.1616,738,43857
602,1,419.4589,419.4589,763,43857
603,2,874.794,1749.588,754,43857
604,2,20.1865,40.373,707,43857
605,2,419.4589,838.9178,762,43858
606,2,419.4589,838.9178,761,43858
607,5,419.4589,2097.2945,770,43858
608,1,419.4589,419.4589,765,43858
609,2,178.5808,357.1616,738,43858
610,3,419.4589,1258.3767,763,43858
611,2,874.794,1749.588,754,43858
612,1,178.5808,178.5808,722,43858
613,2,2146.962,4293.924,753,43858
614,1,183.9382,183.9382,726,43858
615,1,419.4589,419.4589,766,43858
616,1,183.9382,183.9382,729,43858
617,1,874.794,874.794,756,43858
618,1,28.8404,28.8404,715,43859
619,1,419.4589,419.4589,762,43859
620,3,874.794,2624.382,758,43859
621,2,419.4589,838.9178,760,43859
622,2,419.4589,838.9178,761,43860
623,1,419.4589,419.4589,770,43860
624,2,874.794,1749.588,758,43860
625,2,419.4589,838.9178,765,43860
626,1,356.898,356.898,732,43860
627,1,419.4589,419.4589,762,43860
628,1,178.5808,178.5808,738,43860
629,1,419.4589,419.4589,768,43860
630,2,2146.962,4293.924,753,43860
631,1,183.9382,183.9382,729,43860
632,1,419.4589,419.4589,763,43860
633,1,874.794,874.794,756,43860
634,1,356.898,356.898,732,43861
635,3,419.4589,1258.3767,764,43861
636,5,419.4589,2097.2945,770,43861
637,2,419.4589,838.9178,768,43861
638,1,183.9382,183.9382,725,43861
639,9,28.8404,259.5636,715,43861
640,4,419.4589,1677.8356,765,43861
641,1,2146.962,2146.962,753,43861
642,2,356.898,713.796,733,43861
643,2,183.9382,367.8764,730,43861
644,2,419.4589,838.9178,766,43861
645,4,20.1865,80.746,711,43861
646,3,874.794,2624.382,754,43861
647,2,874.794,1749.588,756,43861
648,2,183.9382,367.8764,729,43861
649,4,419.4589,1677.8356,760,43861
650,2,874.794,1749.588,755,43861
651,6,28.8404,173.0424,716,43861
652,2,419.4589,838.9178,763,43861
653,2,874.794,1749.588,758,43861
654,9,5.1865,46.6785,712,43861
655,2,419.4589,838.9178,761,43861
656,4,20.1865,80.746,707,43861
657,1,178.5808,178.5808,738,43861
658,3,28.8404,86.5212,714,43861
659,2,178.5808,357.1616,722,43861
660,3,20.1865,60.5595,708,43861
661,4,2039.994,8159.976,771,43862
662,1,818.7,818.7,741,43862
663,3,2024.994,6074.982,777,43862
664,4,2039.994,8159.976,773,43862
665,2,714.7043,1429.4086,747,43862
666,2,722.5949,1445.1898,748,43862
667,2,2039.994,4079.988,774,43862
668,1,809.76,809.76,745,43862
669,4,5.7,22.8,709,43862
670,1,874.794,874.794,758,43863
671,1,5.1865,5.1865,712,43863
672,1,419.4589,419.4589,760,43863
673,1,419.4589,419.4589,762,43863
674,5,2039.994,10199.97,772,43864
675,1,714.7043,714.7043,747,43864
676,2,818.7,1637.4,741,43864
677,2,2024.994,4049.988,778,43864
678,4,2024.994,8099.976,776,43864
679,1,722.5949,722.5949,748,43864
680,2,2039.994,4079.988,771,43864
681,4,2039.994,8159.976,773,43864
682,1,809.76,809.76,745,43864
683,1,874.794,874.794,758,43865
684,2,419.4589,838.9178,770,43865
685,1,2146.962,2146.962,753,43865
686,4,419.4589,1677.8356,760,43865
687,1,183.9382,183.9382,725,43865
688,4,183.9382,735.7528,729,43865
689,1,419.4589,419.4589,762,43865
690,2,419.4589,838.9178,763,43865
691,5,28.8404,144.202,715,43865
692,1,178.5808,178.5808,738,43865
693,3,5.1865,15.5595,712,43865
694,3,419.4589,1258.3767,765,43865
695,3,419.4589,1258.3767,761,43865
696,3,874.794,2624.382,754,43865
697,1,2039.994,2039.994,771,43866
698,1,2024.994,2024.994,777,43866
699,2,5.7,11.4,709,43866
700,1,20.1865,20.1865,708,43867
701,1,2039.994,2039.994,774,43867
702,2,2024.994,4049.988,776,43867
703,2,28.8404,57.6808,715,43867
704,2,2039.994,4079.988,773,43867
705,2,5.7,11.4,709,43867
706,3,28.8404,86.5212,714,43867
707,4,2039.994,8159.976,771,43867
708,2,20.1865,40.373,711,43867
709,1,20.1865,20.1865,707,43867
710,2,2024.994,4049.988,778,43867
711,4,5.1865,20.746,712,43867
712,2,714.7043,1429.4086,743,43867
713,1,722.5949,722.5949,748,43867
714,3,722.5949,2167.7847,742,43867
715,2,818.7,1637.4,741,43867
716,2,2024.994,4049.988,777,43867
717,1,28.8404,28.8404,716,43867
718,1,2146.962,2146.962,749,43868
719,1,714.7043,714.7043,747,43869
720,5,2024.994,10124.97,775,43869
721,2,2024.994,4049.988,777,43869
722,2,809.76,1619.52,745,43869
723,5,2039.994,10199.97,771,43869
724,4,2039.994,8159.976,772,43869
725,1,714.7043,714.7043,743,43869
726,1,2039.994,2039.994,774,43869
727,5,2024.994,10124.97,778,43869
728,2,722.5949,1445.1898,742,43869
729,3,419.4589,1258.3767,760,43870
730,2,419.4589,838.9178,762,43870
731,3,28.8404,86.5212,715,43870
732,3,419.4589,1258.3767,770,43870
733,1,874.794,874.794,758,43870
734,1,5.1865,5.1865,712,43871
735,1,419.4589,419.4589,761,43871
736,2,183.9382,367.8764,729,43871
737,2,20.1865,40.373,707,43871
738,1,874.794,874.794,758,43871
739,1,183.9382,183.9382,725,43871
