SalesOrderID,OrderDate,CustomerID,TotalDue,SalesPersonID,TerritoryID
43704,6/1/2011,11005,3729.364,,9
43705,6/1/2011,11011,3756.989,,9
43706,6/2/2011,27621,3953.9884,,4
43707,6/2/2011,27616,3953.9884,,4
43708,6/2/2011,20042,772.5036,,10
43709,6/2/2011,16351,3953.9884,,9
43710,6/2/2011,16517,3953.9884,,9
43711,6/3/2011,27606,3953.9884,,1
43712,6/3/2011,13513,3953.9884,,8
43713,6/4/2011,27601,3953.9884,,4
43714,6/4/2011,13591,3953.9884,,10
43715,6/4/2011,16483,3953.9884,,9
43716,6/4/2011,16529,3953.9884,,9
43717,6/4/2011,25249,772.5036,,9
43718,6/5/2011,27668,3953.9884,,1
43719,6/5/2011,27612,3953.9884,,4
43720,6/5/2011,13264,3953.9884,,8
43721,6/5/2011,13590,3953.9884,,10
43722,6/6/2011,13581,3953.9884,,10
43723,6/6/2011,14520,772.5036,,1
43724,6/6/2011,16520,3953.9884,,9
43725,6/7/2011,13258,3953.9884,,8
43726,6/7/2011,14560,772.5036,,4
43727,6/7/2011,16607,3953.9884,,9
43728,6/8/2011,27666,3953.9884,,4
43729,6/8/2011,11238,3756.989,,10
43730,6/8/2011,25861,3756.989,,4
43731,6/8/2011,16629,3953.9884,,9
43732,6/8/2011,11025,3729.364,,9
43733,6/8/2011,27577,3953.9884,,1
43734,6/9/2011,27604,3953.9884,,1
43735,6/9/2011,16522,3953.9884,,9
43736,6/9/2011,11002,3756.989,,9
43737,6/10/2011,13261,3953.9884,,8
43738,6/10/2011,11606,3953.9884,,7
43739,6/10/2011,13563,3953.9884,,10
43740,6/10/2011,16527,3953.9884,,9
43741,6/11/2011,27671,3953.9884,,1
43742,6/11/2011,13576,3953.9884,,10
43743,6/11/2011,11007,3756.989,,9
43744,6/11/2011,16631,3953.9884,,9
43745,6/12/2011,16514,3953.9884,,9
43746,6/12/2011,16616,3953.9884,,9
43747,6/13/2011,27623,3953.9884,,4
43748,6/13/2011,27625,3953.9884,,1
43749,6/13/2011,27636,3953.9884,,1
43750,6/13/2011,11591,3953.9884,,7
43751,6/13/2011,11592,3953.9884,,7
43752,6/13/2011,13265,3953.9884,,8
43753,6/13/2011,16482,3953.9884,,9
43754,6/14/2011,27617,3953.9884,,1
43755,6/14/2011,27670,3953.9884,,4
43756,6/14/2011,19941,772.5036,,10
43757,6/14/2011,11017,3729.364,,9
43758,6/15/2011,27646,3953.9884,,4
43759,6/15/2011,13257,3953.9884,,8
43760,6/15/2011,16352,3953.9884,,9
43761,6/15/2011,16493,3953.9884,,9
43762,6/16/2011,27578,3953.9884,,4
43763,6/16/2011,16525,3953.9884,,9
43764,6/16/2011,16612,3953.9884,,9
43765,6/16/2011,11010,3756.989,,9
43766,6/17/2011,16518,3953.9884,,9
43767,6/17/2011,11001,3729.364,,9
43768,6/18/2011,27649,3953.9884,,1
43769,6/18/2011,21659,3953.9884,,6
43770,6/18/2011,27614,3953.9884,,1
43771,6/18/2011,14559,772.5036,,4
43772,6/18/2011,16524,3953.9884,,9
43773,6/18/2011,16526,3953.9884,,9
43774,6/18/2011,16348,3953.9884,,9
43775,6/18/2011,11027,3756.989,,9
43776,6/19/2011,13260,3953.9884,,8
43777,6/19/2011,16515,3953.9884,,9
43778,6/19/2011,11018,3756.989,,9
43779,6/19/2011,25252,772.5036,,9
43780,6/20/2011,11599,3953.9884,,7
43781,6/20/2011,16495,3953.9884,,9
43782,6/20/2011,16516,3953.9884,,9
43783,6/20/2011,16620,3953.9884,,9
43784,6/21/2011,27667,3953.9884,,4
43785,6/21/2011,11601,3953.9884,,7
43786,6/21/2011,11607,3953.9884,,7
43787,6/21/2011,29385,3756.989,,8
43788,6/21/2011,11239,3729.364,,10
43789,6/21/2011,25865,3729.364,,1
43790,6/21/2011,25857,3756.989,,1
43791,6/21/2011,16484,3953.9884,,9
43792,6/21/2011,16623,3953.9884,,9
43793,6/21/2011,11000,3756.989,,9
43794,6/21/2011,11029,3756.989,,9
43795,6/22/2011,27615,3953.9884,,4
43796,6/22/2011,17956,772.5036,,7
43797,6/22/2011,16345,3953.9884,,9
43798,6/22/2011,16521,3953.9884,,9
43799,6/22/2011,16636,3953.9884,,9
43800,6/23/2011,21710,3953.9884,,6
43801,6/23/2011,13583,3953.9884,,10
43802,6/23/2011,11593,3953.9884,,7
43803,6/24/2011,21741,3953.9884,,6
43804,6/24/2011,13585,3953.9884,,10
43805,6/24/2011,14510,772.5036,,1
43806,6/24/2011,16523,3953.9884,,9
43807,6/25/2011,11611,3953.9884,,7
43808,6/25/2011,13259,3953.9884,,8
43809,6/25/2011,16350,3953.9884,,9
43810,6/25/2011,11004,3756.989,,9
43811,6/25/2011,11026,3756.989,,9
43812,6/26/2011,27662,3953.9884,,4
43813,6/26/2011,28390,3729.364,,7
43814,6/26/2011,25866,3729.364,,1
43815,6/26/2011,16494,3953.9884,,9
43816,6/26/2011,16496,3953.9884,,9
43817,6/26/2011,16519,3953.9884,,9
43818,6/26/2011,16528,3953.9884,,9
43819,6/26/2011,11006,3756.989,,9
43820,6/27/2011,27651,3953.9884,,4
43821,6/27/2011,27663,3953.9884,,4
43822,6/27/2011,27669,3953.9884,,4
43823,6/27/2011,19942,772.5036,,10
43824,6/27/2011,14558,772.5036,,1
43825,6/27/2011,16349,3953.9884,,9
43826,6/27/2011,11008,3729.364,,9
43827,6/27/2011,25250,772.5036,,9
43828,6/28/2011,27605,3953.9884,,1
43829,6/28/2011,27611,3953.9884,,4
43830,6/28/2011,16347,3953.9884,,9
43831,6/28/2011,11028,3729.364,,9
43832,6/28/2011,13584,3953.9884,,10
43833,6/29/2011,21727,3953.9884,,6
43834,6/29/2011,28393,3729.364,,7
43835,6/29/2011,19802,3729.364,,6
43836,6/29/2011,26620,772.5036,,6
43837,6/29/2011,11009,3729.364,,9
43838,6/30/2011,27641,3953.9884,,4
43839,6/30/2011,27673,3953.9884,,1
43840,6/30/2011,17957,772.5036,,7
43841,6/30/2011,13406,3953.9884,,8
43842,6/30/2011,16630,3953.9884,,9
43843,7/1/2011,29955,37106.2915,275,3
43844,7/1/2011,29620,22801.4324,282,6
43845,7/1/2011,29888,9661.1367,279,5
43846,7/1/2011,29548,1038.5162,278,6
43847,7/1/2011,29539,1022.9155,278,6
43848,7/1/2011,29717,20571.9592,283,1
43849,7/1/2011,29818,23130.2957,274,1
43850,7/1/2011,29892,11473.9009,282,6
43851,7/1/2011,29509,7638.8584,275,2
43852,7/1/2011,29855,2280.1432,282,6
43853,7/1/2011,29813,29675.6422,282,6
43854,7/1/2011,29988,1970.036,282,6
43855,7/1/2011,29946,12382.9248,278,6
43856,7/1/2011,29680,2292.84,282,6
43857,7/1/2011,30074,8090.9178,282,6
43858,7/1/2011,29961,15423.0001,275,2
43859,7/1/2011,29865,4404.1073,276,4
43860,7/1/2011,29773,12381.0798,280,1
43861,7/1/2011,29749,26346.8927,279,5
43862,7/1/2011,29945,34922.3602,279,5
43863,7/1/2011,29764,1935.4159,277,4
43864,7/1/2011,30056,43335.7219,276,4
43865,7/1/2011,30117,14860.6446,277,4
43866,7/1/2011,29571,4589.8732,280,1
43867,7/1/2011,29582,36806.4892,280,1
43868,7/1/2011,30042,2417.4793,282,6
43869,7/1/2011,30107,55408.1581,276,1
43870,7/1/2011,29675,4859.8668,275,2
43871,7/1/2011,30076,10580.0803,281,3
43872,7/1/2011,30100,13042.6279,276,4
43873,7/1/2011,29703,46465.9531,276,4
43874,7/1/2011,29569,472.3108,277,3
43875,7/1/2011,29624,137343.2877,279,5
43876,7/1/2011,30091,8036.8834,275,2
43877,7/1/2011,29925,23223.5397,280,1
43878,7/1/2011,29664,4594.0664,275,2
43879,7/1/2011,29510,24459.114,282,6
43880,7/1/2011,29789,17433.1351,278,6
43881,7/1/2011,30111,43706.8175,277,3
43882,7/1/2011,29558,2280.1432,282,6
43883,7/1/2011,29724,20634.6499,275,2
43884,7/1/2011,29861,130416.4829,277,3
43885,7/1/2011,29757,76.1805,276,4
43886,7/1/2011,29698,19543.315,282,6
43887,7/1/2011,29493,472.3108,279,5
43888,7/1/2011,29794,16255.1776,282,6
43889,7/1/2011,29830,2344.3852,278,6
43890,7/1/2011,29515,84686.9878,278,6
43891,7/1/2011,29807,36672.3922,282,6
43892,7/1/2011,29716,18627.7044,281,4
43893,7/1/2011,29905,472.3108,282,6
43894,7/1/2011,30004,36585.904,280,1
43895,7/1/2011,29742,36556.8816,280,1
43896,7/1/2011,29866,4891.9878,277,4
43897,7/1/2011,29522,57683.2312,276,4
43898,7/1/2011,29705,57391.4284,278,6
43899,7/1/2011,29906,13449.1563,277,3
43900,7/1/2011,29880,38990.6256,279,5
43901,7/1/2011,29901,25575,276,4
43902,7/1/2011,29507,59486.4175,279,5
43903,7/1/2011,29968,22.3061,279,5
43904,7/1/2011,30095,12796.5962,277,4
43905,7/1/2011,29846,11128.3803,279,5
43906,7/1/2011,29523,37121.6273,277,4
43907,7/1/2011,29791,16508.0083,275,2
43908,7/1/2011,29731,2884.8375,275,2
43909,7/1/2011,29787,28723.5473,283,1
43910,7/1/2011,29963,21862.8919,279,5
43911,7/1/2011,29617,22224.2255,280,1
43912,7/1/2011,29853,14730.6466,276,4
43913,7/1/2011,29774,41347.1129,277,4
43914,7/1/2011,29521,9179.7465,281,1
43915,7/1/2011,29688,4560.2864,275,3
43916,7/1/2011,29511,44423.5959,276,3
43917,7/1/2011,29885,24047.8587,283,1
43918,7/1/2011,22041,3953.9884,,6
43919,7/1/2011,12124,3953.9884,,7
43920,7/1/2011,28066,3953.9884,,4
43921,7/1/2011,16743,3953.9884,,9
43922,7/1/2011,13546,3953.9884,,8
43923,7/2/2011,28018,3953.9884,,4
43924,7/2/2011,12132,3953.9884,,7
43925,7/2/2011,16661,3953.9884,,9
43926,7/3/2011,11055,3729.364,,9
43927,7/3/2011,16662,3953.9884,,9
43928,7/3/2011,16740,3953.9884,,9
43929,7/3/2011,25270,772.5036,,9
43930,7/4/2011,28038,3953.9884,,4
43931,7/4/2011,13548,3953.9884,,8
43932,7/4/2011,16741,3953.9884,,9
43933,7/4/2011,11031,3756.989,,9
43934,7/4/2011,11034,3756.989,,9
43935,7/5/2011,20048,772.5036,,10
43936,7/5/2011,28065,3953.9884,,4
43937,7/5/2011,17047,3953.9884,,9
43938,7/5/2011,16686,3953.9884,,9
43939,7/5/2011,16659,3953.9884,,9
43940,7/5/2011,25294,772.5036,,9
43941,7/6/2011,13600,3953.9884,,10
43942,7/6/2011,17051,3953.9884,,9
43943,7/6/2011,14565,772.5036,,4
43944,7/6/2011,11054,3756.989,,9
43945,7/6/2011,16675,3953.9884,,9
43946,7/6/2011,16687,3953.9884,,9
43947,7/6/2011,16712,3953.9884,,9
43948,7/6/2011,11047,3756.989,,9
43949,7/7/2011,27726,3953.9884,,4
43950,7/7/2011,28014,3953.9884,,4
43951,7/7/2011,16696,3953.9884,,9
43952,7/7/2011,16639,3953.9884,,9
43953,7/8/2011,20049,772.5036,,10
43954,7/8/2011,13602,3953.9884,,10
43955,7/8/2011,13661,3953.9884,,10
43956,7/8/2011,11030,3756.989,,9
43957,7/9/2011,28068,3953.9884,,4
43958,7/9/2011,16658,3953.9884,,9
43959,7/9/2011,11035,3729.364,,9
43960,7/9/2011,11046,3729.364,,9
43961,7/10/2011,28031,3953.9884,,4
43962,7/10/2011,28076,3953.9884,,4
43963,7/10/2011,16685,3953.9884,,9
43964,7/10/2011,16745,3953.9884,,9
43965,7/10/2011,11038,3729.364,,9
43966,7/10/2011,11039,3756.989,,9
43967,7/11/2011,28040,3953.9884,,1
43968,7/11/2011,28067,3953.9884,,4
43969,7/11/2011,28071,3953.9884,,4
43970,7/11/2011,16684,3953.9884,,9
43971,7/11/2011,16657,3953.9884,,9
43972,7/12/2011,21939,3953.9884,,6
43973,7/12/2011,28039,3953.9884,,4
43974,7/12/2011,13687,3953.9884,,10
43975,7/12/2011,13540,3953.9884,,8
43976,7/12/2011,28063,3953.9884,,4
43977,7/12/2011,16703,3953.9884,,9
43978,7/13/2011,28030,3953.9884,,1
43979,7/13/2011,14576,772.5036,,1
43980,7/13/2011,11048,3729.364,,9
43981,7/13/2011,16664,3953.9884,,9
43982,7/13/2011,25271,772.5036,,9
43983,7/14/2011,28017,3953.9884,,1
43984,7/14/2011,13545,3953.9884,,8
43985,7/14/2011,13515,3953.9884,,8
43986,7/14/2011,28070,3953.9884,,4
43987,7/15/2011,28042,3953.9884,,4
43988,7/15/2011,11244,3756.989,,10
43989,7/15/2011,28083,3953.9884,,4
43990,7/15/2011,25872,3756.989,,1
43991,7/15/2011,16660,3953.9884,,9
43992,7/15/2011,16638,3953.9884,,9
43993,7/17/2011,16929,3953.9884,,9
43994,7/18/2011,27681,3953.9884,,4
43995,7/18/2011,21813,3953.9884,,6
43996,7/18/2011,27920,3953.9884,,4
43997,7/18/2011,28022,3953.9884,,4
43998,7/18/2011,11033,3729.364,,9
43999,7/18/2011,28047,3953.9884,,1
44000,7/19/2011,27918,3953.9884,,4
44001,7/19/2011,28044,3953.9884,,4
44002,7/19/2011,14572,772.5036,,4
44003,7/19/2011,19325,772.5036,,8
44004,7/19/2011,28061,3953.9884,,4
44005,7/19/2011,26629,772.5036,,6
44006,7/19/2011,16744,3953.9884,,9
44007,7/19/2011,25555,772.5036,,9
44008,7/20/2011,27678,3953.9884,,1
44009,7/20/2011,27759,3953.9884,,1
44010,7/20/2011,13680,3953.9884,,10
44011,7/20/2011,13514,3953.9884,,8
44012,7/20/2011,11052,3729.364,,9
44013,7/20/2011,16928,3953.9884,,9
44014,7/21/2011,27917,3953.9884,,4
44015,7/21/2011,13693,3953.9884,,10
44016,7/21/2011,11247,3729.364,,10
44017,7/21/2011,28078,3953.9884,,1
44018,7/21/2011,25876,3729.364,,1
44019,7/21/2011,16701,3953.9884,,9
44020,7/21/2011,16931,3953.9884,,9
44021,7/21/2011,11032,3729.364,,9
44022,7/22/2011,22008,3953.9884,,6
44023,7/22/2011,19830,3729.364,,6
44024,7/22/2011,16663,3953.9884,,9
44025,7/22/2011,16708,3953.9884,,9
44026,7/22/2011,17045,3953.9884,,9
44027,7/23/2011,21921,3953.9884,,6
44028,7/23/2011,17048,3953.9884,,9
44029,7/23/2011,11050,3729.364,,9
44030,7/24/2011,12131,3953.9884,,7
44031,7/24/2011,13689,3953.9884,,10
44032,7/24/2011,11243,3756.989,,10
44033,7/24/2011,16693,3953.9884,,9
44034,7/24/2011,16702,3953.9884,,9
44035,7/24/2011,16707,3953.9884,,9
44036,7/24/2011,17046,3953.9884,,9
44037,7/24/2011,25272,772.5036,,9
44038,7/24/2011,25868,3756.989,,4
44039,7/25/2011,17971,772.5036,,7
44040,7/25/2011,11057,3729.364,,9
44041,7/25/2011,16742,3953.9884,,9
44042,7/26/2011,13678,3953.9884,,10
44043,7/26/2011,13679,3953.9884,,10
44044,7/26/2011,13690,3953.9884,,10
44045,7/26/2011,28394,3756.989,,7
44046,7/26/2011,28064,3953.9884,,1
44047,7/26/2011,25878,3756.989,,4
44048,7/26/2011,16713,3953.9884,,9
44049,7/27/2011,13538,3953.9884,,8
44050,7/27/2011,17050,3953.9884,,9
44051,7/28/2011,13691,3953.9884,,10
44052,7/28/2011,16637,3953.9884,,9
44053,7/29/2011,19329,772.5036,,8
44054,7/29/2011,13542,3953.9884,,8
44055,7/29/2011,13543,3953.9884,,8
44056,7/29/2011,13559,3953.9884,,8
44057,7/29/2011,14577,772.5036,,1
44058,7/29/2011,11056,3729.364,,9
44059,7/29/2011,16688,3953.9884,,9
44060,7/29/2011,25273,772.5036,,9
44061,7/30/2011,27919,3953.9884,,1
44062,7/30/2011,28041,3953.9884,,1
44063,7/30/2011,11240,3756.989,,10
44064,7/30/2011,22050,3953.9884,,6
44065,7/30/2011,28062,3953.9884,,4
44066,7/30/2011,25867,3756.989,,4
44067,7/30/2011,17049,3953.9884,,9
44068,7/31/2011,13541,3953.9884,,8
44069,7/31/2011,28395,3729.364,,7
44070,7/31/2011,19829,3729.364,,6
44071,7/31/2011,16691,3953.9884,,9
44072,7/31/2011,16656,3953.9884,,9
44073,7/31/2011,11044,3729.364,,9
44074,8/1/2011,29592,950.3979,275,2
44075,8/1/2011,29632,29779.1373,283,1
44076,8/1/2011,30003,4594.0664,277,3
44077,8/1/2011,29714,6872.9758,282,6
44078,8/1/2011,29622,31591.9471,283,1
44079,8/1/2011,29967,28945.1938,277,3
44080,8/1/2011,29733,12.6968,276,4
44081,8/1/2011,29950,42277.1383,282,6
44082,8/1/2011,29803,2297.0332,274,6
44083,8/1/2011,29969,1533.1237,278,6
44084,8/1/2011,29494,9154.353,282,6
44085,8/1/2011,29639,23244.6509,282,6
44086,8/1/2011,29722,83091.6136,282,6
44087,8/1/2011,29944,5641.191,276,4
44088,8/1/2011,29842,472.3108,281,4
44089,8/1/2011,29673,2361.5536,276,4
44090,8/1/2011,29659,7487.8626,277,4
44091,8/1/2011,29914,5055.9137,281,4
44092,8/1/2011,30090,4592.0219,277,4
44093,8/1/2011,29708,12021.9591,277,4
44094,8/1/2011,29711,4594.0664,282,6
44095,8/1/2011,29748,47689.0046,281,4
44096,8/1/2011,29655,9154.353,275,3
44097,8/1/2011,29651,6796.0326,277,3
44098,8/1/2011,29504,18431.4595,279,5
44099,8/1/2011,29897,14074.0241,281,4
44100,8/1/2011,29690,91512.8507,281,1
44101,8/1/2011,29721,11030.0547,279,5
44102,8/1/2011,29681,3955.642,279,5
44103,8/1/2011,29577,4294.4704,278,6
44104,8/1/2011,29755,4594.0664,278,6
44105,8/1/2011,29769,6870.0165,277,3
44106,8/1/2011,30068,472.3108,279,5
44107,8/1/2011,30106,18226.9096,277,4
44108,8/1/2011,29686,2442.3468,281,4
44109,8/1/2011,29921,15582.1001,280,1
44110,8/1/2011,29486,18768.2086,277,3
44111,8/1/2011,29740,13108.5134,282,6
44112,8/1/2011,29649,36532.9619,278,6
44113,8/1/2011,29938,45621.2458,276,4
44114,8/1/2011,29746,37706.6125,275,2
44115,8/1/2011,29525,75293.7194,276,4
44116,8/1/2011,29685,22915.4692,279,5
44117,8/1/2011,29581,14537.294,275,2
44118,8/1/2011,29883,3859.279,276,3
44119,8/1/2011,29834,55277.8557,281,4
44120,8/1/2011,29702,30375.6923,277,4
44121,8/1/2011,29710,72894.3213,276,1
44122,8/1/2011,29518,4577.1764,279,5
44123,8/1/2011,29498,985.018,275,2
44124,8/1/2011,29637,17387.3963,277,4
44125,8/1/2011,29872,2931.9869,277,3
44126,8/1/2011,29810,16060.3046,283,1
44127,8/1/2011,29562,102525.9874,281,4
44128,8/1/2011,30088,20874.6359,279,5
44129,8/1/2011,29966,62725.3407,275,2
44130,8/1/2011,29642,39881.9747,279,5
44131,8/1/2011,29487,23095.3463,275,2
44132,8/1/2011,29484,4560.2864,279,5
44133,8/1/2011,29715,28927.0463,279,5
44134,8/1/2011,13821,3953.9884,,10
44135,8/1/2011,28156,3953.9884,,4
44136,8/1/2011,22114,3953.9884,,6
44137,8/1/2011,17328,3953.9884,,9
44138,8/2/2011,13765,3953.9884,,10
44139,8/2/2011,13792,3953.9884,,10
44140,8/2/2011,12221,3953.9884,,7
44141,8/2/2011,13572,3953.9884,,8
44142,8/2/2011,22058,3953.9884,,6
44143,8/2/2011,28145,3953.9884,,4
44144,8/2/2011,17071,3953.9884,,9
44145,8/2/2011,17309,3953.9884,,9
44146,8/2/2011,17310,3953.9884,,9
44147,8/2/2011,17320,3953.9884,,9
44148,8/3/2011,28172,3953.9884,,4
44149,8/3/2011,17242,3953.9884,,9
44150,8/3/2011,17315,3953.9884,,9
44151,8/3/2011,25558,772.5036,,9
44152,8/4/2011,11334,3756.989,,10
44153,8/4/2011,28168,3953.9884,,4
44154,8/4/2011,28181,3953.9884,,1
44155,8/4/2011,28131,3953.9884,,4
44156,8/4/2011,25887,3756.989,,1
44157,8/4/2011,17055,3953.9884,,9
44158,8/5/2011,13567,3953.9884,,8
44159,8/5/2011,28182,3953.9884,,4
44160,8/5/2011,28186,3953.9884,,1
44161,8/6/2011,13772,3953.9884,,10
44162,8/6/2011,28185,3953.9884,,4
44163,8/6/2011,28193,3953.9884,,4
44164,8/6/2011,28088,3953.9884,,4
44165,8/6/2011,17065,3953.9884,,9
44166,8/6/2011,14581,772.5036,,1
44167,8/6/2011,17308,3953.9884,,9
44168,8/7/2011,12211,3953.9884,,7
44169,8/7/2011,28179,3953.9884,,1
44170,8/7/2011,28183,3953.9884,,4
44171,8/7/2011,28112,3953.9884,,4
44172,8/7/2011,14584,772.5036,,4
44173,8/8/2011,13784,3953.9884,,10
44174,8/8/2011,17229,3953.9884,,9
44175,8/8/2011,17246,3953.9884,,9
44176,8/9/2011,12220,3953.9884,,7
44177,8/9/2011,11337,3729.364,,10
44178,8/9/2011,28097,3953.9884,,4
44179,8/9/2011,25888,3729.364,,1
44180,8/9/2011,11058,3756.989,,9
44181,8/9/2011,17294,3953.9884,,9
44182,8/9/2011,17299,3953.9884,,9
44183,8/10/2011,28158,3953.9884,,4
44184,8/10/2011,17247,3953.9884,,9
44185,8/10/2011,17280,3953.9884,,9
44186,8/12/2011,25889,3756.989,,4
44187,8/12/2011,17069,3953.9884,,9
44188,8/13/2011,20052,772.5036,,10
44189,8/13/2011,20054,772.5036,,10
44190,8/13/2011,11061,3729.364,,9
44191,8/13/2011,17248,3953.9884,,9
44192,8/14/2011,13570,3953.9884,,8
44193,8/14/2011,28164,3953.9884,,4
44194,8/14/2011,17064,3953.9884,,9
44195,8/14/2011,17249,3953.9884,,9
44196,8/14/2011,17295,3953.9884,,9
44197,8/15/2011,28096,3953.9884,,4
44198,8/15/2011,28150,3953.9884,,4
44199,8/15/2011,17259,3953.9884,,9
44200,8/15/2011,17312,3953.9884,,9
44201,8/16/2011,12254,3953.9884,,7
44202,8/16/2011,28159,3953.9884,,4
44203,8/16/2011,28149,3953.9884,,4
44204,8/16/2011,14580,772.5036,,4
44205,8/16/2011,17285,3953.9884,,9
44206,8/17/2011,11250,3756.989,,10
44207,8/17/2011,28162,3953.9884,,4
44208,8/17/2011,25879,3756.989,,4
44209,8/17/2011,17257,3953.9884,,9
44210,8/18/2011,13783,3953.9884,,10
44211,8/18/2011,28154,3953.9884,,4
44212,8/18/2011,28170,3953.9884,,4
44213,8/18/2011,17351,3953.9884,,9
44214,8/18/2011,17332,3953.9884,,9
44215,8/19/2011,28180,3953.9884,,1
44216,8/19/2011,13560,3953.9884,,8
44217,8/19/2011,28148,3953.9884,,1
44218,8/19/2011,22109,3953.9884,,6
44219,8/19/2011,14590,772.5036,,4
44220,8/19/2011,11060,3756.989,,9
44221,8/19/2011,17255,3953.9884,,9
44222,8/19/2011,17258,3953.9884,,9
44223,8/20/2011,13847,3953.9884,,10
44224,8/20/2011,28166,3953.9884,,4
44225,8/21/2011,20060,772.5036,,10
44226,8/21/2011,12255,3953.9884,,7
44227,8/21/2011,28401,3729.364,,7
44228,8/21/2011,11333,3756.989,,10
44229,8/21/2011,25886,3756.989,,1
44230,8/21/2011,17241,3953.9884,,9
44231,8/21/2011,17973,772.5036,,7
44232,8/21/2011,17334,3953.9884,,9
44233,8/22/2011,13841,3953.9884,,10
44234,8/22/2011,28184,3953.9884,,4
44235,8/22/2011,22117,3953.9884,,6
44236,8/22/2011,28191,3953.9884,,1
44237,8/22/2011,17056,3953.9884,,9
44238,8/22/2011,17079,3953.9884,,9
44239,8/23/2011,12217,3953.9884,,7
44240,8/23/2011,13580,3953.9884,,8
44241,8/23/2011,28155,3953.9884,,4
44242,8/23/2011,28163,3953.9884,,1
44243,8/23/2011,17278,3953.9884,,9
44244,8/23/2011,17329,3953.9884,,9
44245,8/23/2011,25556,772.5036,,9
44246,8/24/2011,12219,3953.9884,,7
44247,8/24/2011,17233,3953.9884,,9
44248,8/24/2011,17240,3953.9884,,9
44249,8/25/2011,13845,3953.9884,,10
44250,8/25/2011,28167,3953.9884,,4
44251,8/25/2011,28190,3953.9884,,4
44252,8/26/2011,13777,3953.9884,,10
44253,8/26/2011,28099,3953.9884,,4
44254,8/26/2011,28142,3953.9884,,1
44255,8/26/2011,14585,772.5036,,4
44256,8/26/2011,17232,3953.9884,,9
44257,8/27/2011,12212,3953.9884,,7
44258,8/27/2011,13579,3953.9884,,8
44259,8/27/2011,28171,3953.9884,,1
44260,8/27/2011,28194,3953.9884,,1
44261,8/27/2011,22112,3953.9884,,6
44262,8/27/2011,20149,772.5036,,10
44263,8/27/2011,17279,3953.9884,,9
44264,8/27/2011,17286,3953.9884,,9
44265,8/27/2011,25557,772.5036,,9
44266,8/27/2011,25559,772.5036,,9
44267,8/28/2011,19339,772.5036,,8
44268,8/28/2011,13820,3953.9884,,10
44269,8/29/2011,14589,772.5036,,4
44270,8/30/2011,13794,3953.9884,,10
44271,8/30/2011,13846,3953.9884,,10
44272,8/30/2011,12256,3953.9884,,7
44273,8/30/2011,28147,3953.9884,,4
44274,8/30/2011,28152,3953.9884,,4
44275,8/30/2011,17256,3953.9884,,9
44276,8/30/2011,17277,3953.9884,,9
44277,8/30/2011,17288,3953.9884,,9
44278,8/30/2011,17293,3953.9884,,9
44279,8/30/2011,17326,3953.9884,,9
44280,8/31/2011,29886,64.242,275,2
44281,8/31/2011,29565,472.3108,276,4
44282,8/31/2011,29734,45433.9629,282,6
44283,8/31/2011,29994,49297.608,282,6
44284,8/31/2011,29580,98932.197,283,1
44285,8/31/2011,29898,65037.6996,280,1
44286,8/31/2011,30052,6236.3616,276,4
44287,8/31/2011,29974,18344.6411,277,3
44288,8/31/2011,29614,49346.3436,282,6
44289,8/31/2011,29566,4596.2216,275,3
